response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";1;"exploration";09/03/2023 22:42:10;09/03/2023 22:43:48;3;4;4;5;5;4;6;2;3;2;1;6;7;;5;"There were no problems. N/A"
4;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";2;"exploitation";09/03/2023 22:45:22;09/03/2023 22:46:35;3;4;4;5;4;4;3;3;3;3;2;5;6;;6;"N/A"
5;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";3;"exploitation";09/03/2023 22:47:56;09/03/2023 22:48:53;4;4;5;5;5;5;3;3;3;3;3;7;6;1;7;"N/A"
6;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";4;"exploitation";09/03/2023 22:49:53;09/03/2023 22:50:41;4;5;5;5;4;5;2;3;3;3;3;7;6;;7;"N/A"
7;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";5;"exploitation";09/03/2023 22:51:47;09/03/2023 22:52:40;4;5;5;5;5;5;2;3;3;3;3;6;6;;6;"N/A"
8;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";6;"exploitation";09/03/2023 22:53:41;09/03/2023 22:54:33;4;5;4;5;5;5;1;3;3;3;3;6;6;;6;"N/A"
9;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";7;"exploitation";09/03/2023 22:55:42;09/03/2023 22:56:30;5;5;5;5;5;5;1;3;3;3;3;7;6;1;7;"N/A"
10;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";8;"exploitation";09/03/2023 22:57:34;09/03/2023 22:58:15;5;5;5;5;5;5;1;3;3;3;3;7;6;;7;"N/A"
11;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";9;"exploitation";09/03/2023 22:59:28;09/03/2023 23:00:05;5;5;5;5;5;5;2;3;3;3;3;7;7;;7;"N/A"
12;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";10;"exploitation";09/03/2023 23:01:37;09/03/2023 23:03:08;5;5;5;5;5;5;2;3;3;3;3;7;7;;7;"N/A"
13;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";11;"exploitation";09/03/2023 23:04:08;09/03/2023 23:04:48;5;5;5;5;5;5;1;3;3;3;3;7;7;7;7;"N/A"
14;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";1;"";09/03/2023 23:10:06;09/03/2023 23:11:11;5;5;5;4;4;4;2;3;3;3;3;7;7;;7;"Turn signals would be helpful"
16;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";2;"";09/04/2023 23:28:29;09/04/2023 23:29:54;4;4;3;4;4;4;2;3;3;3;3;7;7;;6;"We stopped at an intersection for a while but I'm not sure why. There was another vechicle in the way. I thought for a while we may have hit it."
18;"641081A1261EB10752B72497";"GroupB";"GroupB_BO";3;"";09/05/2023 23:40:15;09/05/2023 23:41:00;5;5;5;5;4;5;2;3;3;3;3;7;7;;7;"N/A"
