Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;20.467585563659668;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
2;47.716514348983765;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
3;44.88303017616272;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
4;41.52475309371948;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
5;42.4500036239624;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
6;30.97762680053711;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
7;41.552379846572876;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
8;37.0726375579834;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
9;52.31439805030823;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
10;41.39951491355896;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
1;45.1688711643219;5FD18D125E1F92195B1717BC;GroupA;GroupA_BO
