response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"62D76C12D098BF4DECD10802";"GroupA";"GroupA_No";0;"";09/02/2023 20:52:39;09/02/2023 20:53:05;"53";2;4;3;"20";1;5;1;3;5;6;;5;5;5
