Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;3.318107843399048;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
2;8.85207986831665;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
3;5.247941970825195;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
4;5.5553879737854;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
5;7.1714348793029785;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
6;10.578558206558228;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
7;9.631781339645386;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
8;11.270259141921997;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
9;8.015790462493896;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
10;15.859865427017212;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
