Hypervolume;Run;UserID;GroupID;LongitudinalID
64.0;0;5DBE5D44AAB19F35C5459B57;GroupA;GroupA_No
64.0;1;5DBE5D44AAB19F35C5459B57;GroupA;GroupA_No
64.0;2;5DBE5D44AAB19F35C5459B57;GroupA;GroupA_No
64.0;3;5DBE5D44AAB19F35C5459B57;GroupA;GroupA_No
