Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
64626C991BCB3A8BBD2880D8;GroupE;2;1716;431;0.670401;0.299736;0.670401;0.299736;351.8;0.2599656;False;09/04/2023 16:50:03:682;1693860603682;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1715;431;0.669963;0.2997363;0.6553234;0.3001591;351.8;0.259266;False;09/04/2023 16:50:03:704;1693860603704;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1720;480;0.672009;0.3338518;0.6997784;0.4781826;353.3;0.2363149;False;09/04/2023 16:50:03:731;1693860603731;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1693;479;0.6614965;0.3331433;0.5947558;0.3042852;354.6;0.246296;False;09/04/2023 16:50:03:754;1693860603754;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1810;477;0.7071896;0.3317373;0.8215941;0.2957744;351.4;0.2176862;False;09/04/2023 16:50:03:784;1693860603784;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1842;477;0.7196881;0.3317607;0.7848968;0.3332139;348.5;0.2164393;False;09/04/2023 16:50:03:806;1693860603806;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1864;484;0.7281827;0.336714;0.7780049;0.3926121;345.9;0.2151255;False;09/04/2023 16:50:03:831;1693860603831;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1898;484;0.7415187;0.3365716;0.8092809;0.3219072;342.4;0.213623;False;09/04/2023 16:50:03:853;1693860603853;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1910;485;0.7464377;0.3373475;0.7865044;0.3603557;339.3;0.2135306;False;09/04/2023 16:50:03:875;1693860603875;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1914;486;0.7478911;0.3380173;0.7677526;0.3602617;336.4;0.2127268;False;09/04/2023 16:50:03:897;1693860603897;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1689;791;0.6600216;0.5499172;0.5372127;0.7831072;336.4;0.2184505;False;09/04/2023 16:50:03:943;1693860603943;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
64626C991BCB3A8BBD2880D8;GroupE;2;1669;883;0.6520153;0.6136962;0.606795;0.7732509;336.5;0.216915;False;09/04/2023 16:50:03:967;1693860603967;Box Collider448 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider692 hit: (Untagged/SpawnPoint (Path 1));
