UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
6444B1E677EBE8B4E2C23ABD;1;GroupA;GroupA_No;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
6444B1E677EBE8B4E2C23ABD;2;GroupA;GroupA_No;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
6444B1E677EBE8B4E2C23ABD;3;GroupA;GroupA_No;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
6444B1E677EBE8B4E2C23ABD;4;GroupA;GroupA_No;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
6444B1E677EBE8B4E2C23ABD;5;GroupA;GroupA_No;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
6444B1E677EBE8B4E2C23ABD;6;GroupA;GroupA_No;0.75;0.344;0.536;0.75;0.336;0.233;0.75;0.167;0.75;0.524;0.25;0.581;0.75;0.808;0.637;0.75
6444B1E677EBE8B4E2C23ABD;7;GroupA;GroupA_No;0.25;0.427;0.532;0.75;0.311;0.1;0.75;0.2;0.75;0.606;0.75;0.566;0.25;0.804;0.517;0.75
6444B1E677EBE8B4E2C23ABD;8;GroupA;GroupA_No;0.25;0.352;0.564;0.75;0.368;0.1;0.75;0.2;0.75;0.556;0.25;0.521;0.75;0.869;0.569;0.75
6444B1E677EBE8B4E2C23ABD;9;GroupA;GroupA_No;0.75;0.291;0.513;0.75;0.505;0.514;0.75;0.102;0.25;0.475;0.25;0.626;0.25;0.752;0.772;0.25
6444B1E677EBE8B4E2C23ABD;10;GroupA;GroupA_No;0.75;0.285;0.512;0.75;0.518;0.53;0.75;0.1;0.25;0.477;0.25;0.624;0.25;0.748;0.787;0.75
6444B1E677EBE8B4E2C23ABD;11;GroupA;GroupA_No;0.25;0.516;0.48;0.75;0.229;0.126;0.25;0.193;0.75;0.656;0.75;0.648;0.25;0.699;0.477;0.75
6444B1E677EBE8B4E2C23ABD;12;GroupA;GroupA_No;0.25;0.52;0.462;0.75;0.159;0.117;0.25;0.192;0.75;0.644;0.75;0.671;0.25;0.665;0.509;0.75
6444B1E677EBE8B4E2C23ABD;13;GroupA;GroupA_No;0.75;0.309;0.523;0.75;0.427;0.503;0.75;0.104;0.25;0.503;0.25;0.596;0.25;0.773;0.746;0.75
6444B1E677EBE8B4E2C23ABD;14;GroupA;GroupA_No;0.75;0.298;0.517;0.75;0.609;0.493;0.75;0.106;0.25;0.486;0.25;0.612;0.25;0.765;0.76;0.75
6444B1E677EBE8B4E2C23ABD;15;GroupA;GroupA_No;0.75;0.53;0.453;0.75;0.412;0.121;0.25;0.191;0.75;0.65;0.25;0.692;0.25;0.652;0.504;0.75
6444B1E677EBE8B4E2C23ABD;16;GroupA;GroupA_No;0.75;0.53;0.453;0.75;0.412;0.121;0.25;0.191;0.75;0.65;0.25;0.692;0.25;0.652;0.504;0.75
6444B1E677EBE8B4E2C23ABD;1;GroupA;GroupA_No;0.75;0.53;0.453;0.75;0.412;0.121;0.25;0.191;0.75;0.65;0.25;0.692;0.25;0.652;0.504;0.75
6444B1E677EBE8B4E2C23ABD;1;GroupA;GroupA_No;0.75;0.53;0.453;0.75;0.412;0.121;0.25;0.191;0.75;0.65;0.25;0.692;0.25;0.652;0.504;0.75
