Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;9.657194375991821;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
2;19.67730712890625;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
3;10.343617916107178;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
4;12.012025117874146;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
5;14.697003602981567;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
6;24.1379234790802;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
7;18.69795036315918;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8;22.387561798095703;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
9;15.732876539230347;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
10;8.322731256484985;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
