UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
643EDCA8DCD599C6FBA5E31;1;GroupE;GroupE_BO;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
643EDCA8DCD599C6FBA5E31;2;GroupE;GroupE_BO;0.25;0.1;0.11;0.25;0.142;0.263;0.75;0.199;0.25;0.915;0.25;0.758;0.25;0.142;0.771;0.25
643EDCA8DCD599C6FBA5E31;3;GroupE;GroupE_BO;0.75;0.688;0.348;0.75;0.788;0.271;0.75;0.108;0.75;0.258;0.75;0.347;0.75;0.533;0.368;0.75
643EDCA8DCD599C6FBA5E31;4;GroupE;GroupE_BO;0.75;0.608;0.315;0.75;0.699;0.269;0.75;0.12;0.75;0.347;0.75;0.406;0.75;0.479;0.425;0.75
643EDCA8DCD599C6FBA5E31;6;GroupE;GroupE_BO;0.25;0.1;0.15;0.25;0.551;0.232;0.75;0.121;0.25;1;0.25;0.816;0.25;0.187;0.684;0.25
643EDCA8DCD599C6FBA5E31;2;GroupE;GroupE_BO;0.25;0.189;0.1;0.25;0.1;0.253;0.75;0.13;0.25;0.812;0.25;0.71;0.25;0.152;0.731;0.25
643EDCA8DCD599C6FBA5E31;2;GroupE;GroupE_BO;0.25;0.351;0.207;0.25;0.128;0.222;0.75;0.107;0.25;0.741;0.25;0.695;0.25;0.245;0.617;0.25
