Hypervolume;Run;UserID;GroupID;LongitudinalID
36382.5;0;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;1;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;2;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;3;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;4;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;5;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;6;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
36382.5;7;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
75426.0;0;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
81316.0;0;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
81316.0;0;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
