response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"62DA0D692B89EFCABA51846D";"GroupE";"GroupE_BO";0;"";09/05/2023 02:20:32;09/05/2023 02:21:55;"31";2;4;4;"7";3;1;2;3;5;6;;5;5;4
