response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"631E235A33040DA66DDF51A1";"GroupC";"GroupC_No";0;"";09/02/2023 19:27:05;09/02/2023 19:28:17;"37";2;4;4;"20";1;2;1;6;;5;5;4
