Hypervolume;Run;UserID;GroupID;LongitudinalID
68040.0;0;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;1;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;2;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;3;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;4;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;5;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;6;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;7;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;8;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
68040.0;9;637D6669AA19AB882DDD48D7;GroupE;GroupE_No
