Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
62A885D5B6AF18B3D4579E1B;GroupE;1;800;643;0.4169886;0.5956796;0.4169886;0.5956796;240.4;0.2349645;False;09/03/2023 18:38:11:801;1693780691801;;
62A885D5B6AF18B3D4579E1B;GroupE;1;831;643;0.4331482;0.5955496;0.5006663;0.5867153;240.5;0.2329086;False;09/03/2023 18:38:11:850;1693780691850;;
62A885D5B6AF18B3D4579E1B;GroupE;1;849;638;0.4423963;0.5911191;0.4977213;0.5387933;240.5;0.2290028;False;09/03/2023 18:38:11:897;1693780691897;;
62A885D5B6AF18B3D4579E1B;GroupE;1;862;635;0.4490506;0.5885698;0.4982657;0.5447763;240.5;0.2284269;False;09/03/2023 18:38:11:946;1693780691946;;
62A885D5B6AF18B3D4579E1B;GroupE;1;1147;635;0.5974112;0.588333;0.6708097;0.5708339;238.0;0.219712;False;09/03/2023 18:38:12:583;1693780692583;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1194;635;0.6219718;0.5882278;0.7205914;0.5679765;237.3;0.2196394;False;09/03/2023 18:38:12:630;1693780692630;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1218;634;0.6345413;0.5878752;0.7135;0.5612075;236.7;0.2196919;False;09/03/2023 18:38:12:671;1693780692671;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1248;634;0.6500104;0.5877097;0.7289471;0.5644677;235.7;0.2234963;False;09/03/2023 18:38:12:722;1693780692722;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1249;627;0.6508294;0.5806797;0.6865529;0.5094621;235.8;0.2343619;False;09/03/2023 18:38:12:775;1693780692775;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1273;624;0.6635168;0.5783704;0.738453;0.5263699;234.7;0.2385455;False;09/03/2023 18:38:12:826;1693780692826;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1291;621;0.672558;0.5757291;0.7398525;0.5190054;233.8;0.2385313;False;09/03/2023 18:38:12:879;1693780692879;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1267;621;0.6601467;0.5752114;0.6150068;0.5537845;232.9;0.2127774;False;09/03/2023 18:38:12:932;1693780692932;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1269;607;0.6609545;0.5627271;0.6890265;0.4850286;243.4;0.2104181;False;09/03/2023 18:38:13:40;1693780693040;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1257;607;0.6550618;0.5620389;0.6212911;0.5417673;242.1;0.2238125;False;09/03/2023 18:38:13:86;1693780693086;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1245;598;0.6484742;0.5538455;0.610112;0.4658639;240.9;0.2223757;False;09/03/2023 18:38:13:135;1693780693135;Box Collider29 hit: (Untagged/Parking Mesh 1) | Box Collider331 hit: (Untagged/Parking Mesh 1);
62A885D5B6AF18B3D4579E1B;GroupE;1;1266;601;0.6594433;0.5565184;0.7189206;0.5797139;240.5;0.1938179;False;09/03/2023 18:38:13:187;1693780693187;Box Collider29 hit: (Untagged/Parking Mesh 1) | Box Collider331 hit: (Untagged/Parking Mesh 1);
62A885D5B6AF18B3D4579E1B;GroupE;1;1259;605;0.6560931;0.5610709;0.6294492;0.5995033;237.4;0.2266848;False;09/03/2023 18:38:13:238;1693780693238;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1255;609;0.6537498;0.5642717;0.6294492;0.5995033;234.7;0.2266848;False;09/03/2023 18:38:13:290;1693780693290;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1298;650;0.6764195;0.6024653;0.7139823;0.6656715;235.1;0.2101885;False;09/03/2023 18:38:14:42;1693780694042;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1303;648;0.678784;0.6008576;0.72373;0.5834976;235.4;0.210573;False;09/03/2023 18:38:14:86;1693780694086;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1305;651;0.6799375;0.602838;0.7186285;0.6569848;235.6;0.2268647;False;09/03/2023 18:38:14:132;1693780694132;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1311;645;0.6831986;0.5977389;0.7194164;0.5812491;235.1;0.208006;False;09/03/2023 18:38:14:708;1693780694708;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1312;645;0.683381;0.5974591;0.7194164;0.5812479;234.7;0.2080072;False;09/03/2023 18:38:14:749;1693780694749;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
62A885D5B6AF18B3D4579E1B;GroupE;1;1312;646;0.6836928;0.5985991;0.7209051;0.6227765;235.6;0.2207018;False;09/03/2023 18:38:14:793;1693780694793;EyeTrackingList hit: (UnitEyeTag/Speedometer) | Speedometer218 hit: (UnitEyeTag/Speedometer);
