response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"64017B47C83E917541F7C592";"GroupD";"GroupD_No";0;"";09/05/2023 18:14:00;09/05/2023 18:15:28;"31";1;4;3;"13";1;3;2;3;4;5;6;;2;2;4
