Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;1.8727076053619385;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
2;5.821635723114014;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
3;3.145397186279297;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
4;7.512122869491577;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
5;3.9166386127471924;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
6;7.68838357925415;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
7;5.250243663787842;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
8;5.850971460342407;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
9;7.954753160476685;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
10;19.26767349243164;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
1;31.67522120475769;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
1;52.97552967071533;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
1;80.61891627311707;6143AF8721D1445864C4F6C8;GroupB;GroupB_BO
