Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;3.626507043838501;610F08F3D1314C14931E2829;GroupE;GroupE_BO
2;10.098254203796387;610F08F3D1314C14931E2829;GroupE;GroupE_BO
3;5.489425420761108;610F08F3D1314C14931E2829;GroupE;GroupE_BO
4;10.064148187637329;610F08F3D1314C14931E2829;GroupE;GroupE_BO
5;6.580743074417114;610F08F3D1314C14931E2829;GroupE;GroupE_BO
6;14.003280401229858;610F08F3D1314C14931E2829;GroupE;GroupE_BO
7;10.454139947891235;610F08F3D1314C14931E2829;GroupE;GroupE_BO
8;11.414019107818604;610F08F3D1314C14931E2829;GroupE;GroupE_BO
9;12.831984758377075;610F08F3D1314C14931E2829;GroupE;GroupE_BO
10;20.664867162704468;610F08F3D1314C14931E2829;GroupE;GroupE_BO
1;103.16980862617493;610F08F3D1314C14931E2829;GroupE;GroupE_BO
1;551.2367744445801;610F08F3D1314C14931E2829;GroupE;GroupE_BO
1;370.85481238365173;610F08F3D1314C14931E2829;GroupE;GroupE_BO
