Hypervolume;Run;UserID;GroupID;LongitudinalID
13524.0;0;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;1;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;2;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;3;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;4;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;5;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;6;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;7;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;8;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
13524.0;9;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
21973.0;0;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
