response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"627BBDCBF1475A64687A8CEC";"GroupB";"GroupB_BO";0;"";09/02/2023 17:58:19;09/02/2023 18:00:11;"20";1;3;2;"1";6;1;2;3;4;6;;5;5;5
