UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
6018A5C0E1600B187CCB8693;1;GroupA;GroupA_BO;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
6018A5C0E1600B187CCB8693;2;GroupA;GroupA_BO;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
6018A5C0E1600B187CCB8693;3;GroupA;GroupA_BO;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
6018A5C0E1600B187CCB8693;4;GroupA;GroupA_BO;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
6018A5C0E1600B187CCB8693;5;GroupA;GroupA_BO;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
6018A5C0E1600B187CCB8693;6;GroupA;GroupA_BO;0.75;0.333;0.556;0.75;0.304;0.133;0.75;0.184;0.75;0.516;0.25;0.53;0.75;0.853;0.614;0.75
6018A5C0E1600B187CCB8693;7;GroupA;GroupA_BO;0.75;0.461;0.505;0.75;0.348;0.166;0.75;0.192;0.75;0.638;0.75;0.627;0.25;0.746;0.518;0.75
6018A5C0E1600B187CCB8693;8;GroupA;GroupA_BO;0.25;0.35;0.466;0.25;0.587;0.408;0.75;0.1;0.25;0.313;0.75;0.265;0.25;0.491;0.375;0.75
6018A5C0E1600B187CCB8693;9;GroupA;GroupA_BO;0.75;0.424;0.508;0.75;0.342;0.234;0.75;0.174;0.75;0.577;0.25;0.632;0.25;0.751;0.555;0.75
6018A5C0E1600B187CCB8693;10;GroupA;GroupA_BO;0.25;0.439;0.522;0.75;0.346;0.236;0.75;0.167;0.75;0.649;0.75;0.596;0.25;0.783;0.542;0.75
6018A5C0E1600B187CCB8693;12;GroupA;GroupA_BO;0.25;0.468;0.365;0.75;0.411;0.218;0.75;0.117;0.75;0.652;0.25;0.63;0.25;0.82;0.544;0.75
6018A5C0E1600B187CCB8693;2;GroupA;GroupA_BO;0.75;0.466;0.379;0.75;0.405;0.256;0.75;0.118;0.75;0.624;0.75;0.664;0.25;0.777;0.548;0.75
6018A5C0E1600B187CCB8693;2;GroupA;GroupA_BO;0.25;0.482;0.435;0.75;0.365;0.14;0.75;0.124;0.75;0.68;0.75;0.608;0.25;0.781;0.518;0.75
