response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";1;"exploration";09/05/2023 00:27:02;09/05/2023 00:27:45;3;3;3;2;3;2;5;-3;-3;-1;-2;4;3;;3;"N/A"
4;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";2;"exploitation";09/05/2023 00:29:00;09/05/2023 00:33:27;4;4;4;4;4;4;4;-3;-3;-3;-3;5;5;;5;"N/A"
5;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";3;"exploitation";09/05/2023 00:34:14;09/05/2023 00:34:48;3;3;4;4;4;4;3;-3;-2;-3;-3;3;3;1;3;"N/A"
6;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";4;"exploitation";09/05/2023 00:35:34;09/05/2023 00:36:42;4;4;4;4;4;4;4;-3;-3;-3;-3;5;5;;5;"N/A"
7;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";5;"exploitation";09/05/2023 00:37:32;09/05/2023 00:38:03;4;3;3;4;3;4;4;-3;-2;-3;-3;3;3;;3;"N/A"
8;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";6;"exploitation";09/05/2023 00:39:07;09/05/2023 00:39:42;4;4;4;4;4;4;4;-3;-3;-3;-3;6;5;;5;"N/A"
9;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";7;"exploitation";09/05/2023 00:40:48;09/05/2023 00:41:27;3;3;3;4;4;4;4;-3;-2;-3;-3;2;2;1;3;"N/A"
10;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";8;"exploitation";09/05/2023 00:42:29;09/05/2023 00:44:06;4;4;4;4;4;4;4;-3;-3;-3;-3;5;5;;5;"N/A"
11;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";9;"exploitation";09/05/2023 00:45:09;09/05/2023 00:45:53;3;3;4;4;4;4;4;-3;-3;-3;-3;4;4;;4;"N/A"
12;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";10;"exploitation";09/05/2023 00:46:59;09/05/2023 00:47:23;4;4;4;4;4;4;4;-3;-3;-3;-3;5;5;;5;"N/A"
13;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";11;"exploitation";09/05/2023 00:48:29;09/05/2023 00:48:57;4;4;4;4;4;4;4;-3;-3;-3;-3;3;3;1;3;"N/A"
14;"5F16F559325A640008BB9A07";"GroupE";"GroupE_No";1;"";09/05/2023 00:53:24;09/05/2023 01:00:35;3;3;4;4;4;3;7;-3;-3;-3;-3;4;4;;4;"N/A"
