UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
62A885D5B6AF18B3D4579E1B;1;GroupE;GroupE_BO;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
62A885D5B6AF18B3D4579E1B;2;GroupE;GroupE_BO;0.25;0.1;0.114;0.25;0.152;0.263;0.75;0.197;0.25;0.905;0.25;0.752;0.25;0.148;0.765;0.25
62A885D5B6AF18B3D4579E1B;3;GroupE;GroupE_BO;0.75;0.691;0.348;0.75;0.789;0.27;0.75;0.108;0.75;0.256;0.75;0.348;0.75;0.534;0.368;0.75
62A885D5B6AF18B3D4579E1B;4;GroupE;GroupE_BO;0.75;0.606;0.315;0.75;0.699;0.27;0.75;0.12;0.75;0.348;0.75;0.405;0.75;0.479;0.424;0.75
62A885D5B6AF18B3D4579E1B;5;GroupE;GroupE_BO;0.75;0.66;0.379;0.75;0.705;0.298;0.75;0.126;0.75;0.362;0.75;0.326;0.75;0.581;0.403;0.75
62A885D5B6AF18B3D4579E1B;6;GroupE;GroupE_BO;0.75;0.636;0.287;0.75;0.778;0.244;0.75;0.104;0.75;0.248;0.75;0.424;0.25;0.437;0.39;0.75
62A885D5B6AF18B3D4579E1B;7;GroupE;GroupE_BO;0.75;0.759;0.341;0.75;0.616;0.253;0.75;0.105;0.75;0.346;0.75;0.372;0.75;0.499;0.414;0.75
62A885D5B6AF18B3D4579E1B;8;GroupE;GroupE_BO;0.75;0.536;0.323;0.75;0.867;0.288;0.75;0.124;0.75;0.263;0.75;0.381;0.75;0.516;0.379;0.25
62A885D5B6AF18B3D4579E1B;9;GroupE;GroupE_BO;0.75;0.835;0.297;0.75;0.819;0.277;0.75;0.129;0.75;0.178;0.75;0.44;0.75;0.454;0.377;0.75
62A885D5B6AF18B3D4579E1B;10;GroupE;GroupE_BO;0.75;0.465;0.365;0.75;0.666;0.262;0.75;0.1;0.75;0.43;0.75;0.312;0.75;0.558;0.416;0.75
62A885D5B6AF18B3D4579E1B;11;GroupE;GroupE_BO;0.75;0.583;0.363;0.25;0.728;0.309;0.75;0.106;0.75;0.252;0.75;0.421;0.75;0.548;0.306;0.75
62A885D5B6AF18B3D4579E1B;13;GroupE;GroupE_BO;0.75;0.604;0.208;0.75;0.747;0.172;0.75;0.111;0.75;0.617;0.75;0.774;0.75;0.481;0.654;0.75
62A885D5B6AF18B3D4579E1B;2;GroupE;GroupE_BO;0.75;0.474;0.108;0.75;0.523;0.1;0.75;0.1;0.75;0.456;0.75;0.474;0.75;0.173;0.581;0.75
62A885D5B6AF18B3D4579E1B;2;GroupE;GroupE_BO;0.75;0.427;0.134;0.75;0.944;0.164;0.75;0.1;0.75;0.45;0.75;0.574;0.75;0.73;0.512;0.75
