UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
62F978C699A3CF008AE65650;1;GroupA;GroupA_No;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
62F978C699A3CF008AE65650;2;GroupA;GroupA_No;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
62F978C699A3CF008AE65650;3;GroupA;GroupA_No;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
62F978C699A3CF008AE65650;4;GroupA;GroupA_No;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
62F978C699A3CF008AE65650;5;GroupA;GroupA_No;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
62F978C699A3CF008AE65650;6;GroupA;GroupA_No;0.75;0.298;0.524;0.75;0.43;0.445;0.75;0.124;0.25;0.488;0.25;0.617;0.75;0.781;0.747;0.75
62F978C699A3CF008AE65650;7;GroupA;GroupA_No;0.75;0.293;0.505;0.75;0.564;0.6;0.75;0.1;0.25;0.482;0.25;0.611;0.25;0.727;0.792;0.25
62F978C699A3CF008AE65650;8;GroupA;GroupA_No;0.25;0.482;0.493;0.75;0.305;0.165;0.75;0.193;0.75;0.634;0.75;0.649;0.25;0.716;0.475;0.75
62F978C699A3CF008AE65650;9;GroupA;GroupA_No;0.75;0.309;0.571;0.75;0.336;0.117;0.75;0.185;0.75;0.511;0.25;0.501;0.75;0.888;0.643;0.75
62F978C699A3CF008AE65650;10;GroupA;GroupA_No;0.25;0.77;0.343;0.75;0.255;0.341;0.25;0.175;0.25;0.806;0.75;0.95;0.25;0.384;0.2;0.75
62F978C699A3CF008AE65650;11;GroupA;GroupA_No;0.75;0.338;0.568;0.75;0.325;0.214;0.75;0.182;0.75;0.516;0.25;0.515;0.75;0.866;0.628;0.25
62F978C699A3CF008AE65650;12;GroupA;GroupA_No;0.25;0.636;0.464;0.25;0.892;0.385;0.25;0.17;0.25;0.923;0.75;0.57;0.25;0.661;0.529;0.25
62F978C699A3CF008AE65650;13;GroupA;GroupA_No;0.75;0.28;0.506;0.75;0.511;0.503;0.75;0.1;0.25;0.471;0.25;0.611;0.25;0.717;0.8;0.75
62F978C699A3CF008AE65650;14;GroupA;GroupA_No;0.25;0.634;0.464;0.25;0.893;0.174;0.25;0.163;0.25;0.919;0.75;0.564;0.25;0.659;0.527;0.25
62F978C699A3CF008AE65650;15;GroupA;GroupA_No;0.25;0.677;0.388;0.75;0.181;0.318;0.25;0.2;0.75;0.722;0.75;0.88;0.25;0.472;0.253;0.75
62F978C699A3CF008AE65650;16;GroupA;GroupA_No;0.25;0.677;0.388;0.75;0.181;0.318;0.25;0.2;0.75;0.722;0.75;0.88;0.25;0.472;0.253;0.75
62F978C699A3CF008AE65650;1;GroupA;GroupA_No;0.25;0.677;0.388;0.75;0.181;0.318;0.25;0.2;0.75;0.722;0.75;0.88;0.25;0.472;0.253;0.75
62F978C699A3CF008AE65650;1;GroupA;GroupA_No;0.25;0.677;0.388;0.75;0.181;0.318;0.25;0.2;0.75;0.722;0.75;0.88;0.25;0.472;0.253;0.75
