UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5D7FD2A5987F70001602D95B;1;GroupE;GroupE_No;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
5D7FD2A5987F70001602D95B;2;GroupE;GroupE_No;0.25;0.239;0.6;0.25;0.1;0.6;0.25;0.2;0.25;1;0.25;1;0.25;0.226;0.8;0.75
5D7FD2A5987F70001602D95B;3;GroupE;GroupE_No;0.75;0.661;0.312;0.75;0.78;0.248;0.75;0.111;0.75;0.257;0.75;0.343;0.75;0.521;0.375;0.75
5D7FD2A5987F70001602D95B;4;GroupE;GroupE_No;0.75;0.633;0.352;0.75;0.702;0.294;0.75;0.118;0.75;0.354;0.75;0.414;0.75;0.49;0.421;0.75
5D7FD2A5987F70001602D95B;5;GroupE;GroupE_No;0.75;0.714;0.335;0.75;0.756;0.236;0.75;0.123;0.75;0.274;0.75;0.451;0.25;0.451;0.429;0.75
5D7FD2A5987F70001602D95B;6;GroupE;GroupE_No;0.75;0.587;0.327;0.75;0.731;0.301;0.75;0.107;0.75;0.33;0.75;0.309;0.75;0.556;0.368;0.75
5D7FD2A5987F70001602D95B;7;GroupE;GroupE_No;0.75;0.653;0.399;0.75;0.929;0.281;0.75;0.112;0.75;0.379;0.75;0.357;0.75;0.469;0.415;0.75
5D7FD2A5987F70001602D95B;8;GroupE;GroupE_No;0.75;0.642;0.261;0.75;0.552;0.258;0.75;0.116;0.75;0.225;0.75;0.397;0.75;0.543;0.378;0.75
5D7FD2A5987F70001602D95B;9;GroupE;GroupE_No;0.75;0.609;0.286;0.75;0.936;0.271;0.25;0.12;0.75;0.255;0.75;0.437;0.75;0.582;0.366;0.75
5D7FD2A5987F70001602D95B;10;GroupE;GroupE_No;0.75;0.682;0.377;0.75;0.56;0.268;0.75;0.109;0.75;0.349;0.75;0.319;0.75;0.438;0.423;0.75
5D7FD2A5987F70001602D95B;11;GroupE;GroupE_No;0.75;0.733;0.282;0.75;0.77;0.271;0.25;0.112;0.75;0.311;0.75;0.348;0.75;0.363;0.474;0.75
5D7FD2A5987F70001602D95B;12;GroupE;GroupE_No;0.75;0.733;0.282;0.75;0.77;0.271;0.25;0.112;0.75;0.311;0.75;0.348;0.75;0.363;0.474;0.75
5D7FD2A5987F70001602D95B;1;GroupE;GroupE_No;0.75;0.733;0.282;0.75;0.77;0.271;0.25;0.112;0.75;0.311;0.75;0.348;0.75;0.363;0.474;0.75
5D7FD2A5987F70001602D95B;1;GroupE;GroupE_No;0.75;0.733;0.282;0.75;0.77;0.271;0.25;0.112;0.75;0.311;0.75;0.348;0.75;0.363;0.474;0.75
5D7FD2A5987F70001602D95B;1;GroupE;GroupE_No;0.75;0.733;0.282;0.75;0.77;0.271;0.25;0.112;0.75;0.311;0.75;0.348;0.75;0.363;0.474;0.75
