Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;2.869947671890259;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
2;14.166467666625977;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
3;7.154147386550903;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
4;14.708495855331421;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
5;56.46522831916809;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
6;104.09766030311584;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
7;81.88622283935547;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
8;63.465325593948364;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
9;52.01699900627136;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
10;75.98420524597168;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
1;121.51590847969055;5E03F8517F08EDECE67A3137;GroupB;GroupB_BO
