response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"6123FC5FE45F1905D9E7FE29";"GroupA";"GroupA_BO";0;"";09/06/2023 02:52:05;09/06/2023 02:53:50;"63";2;4;3;"44";1;2;3;4;6;;4;3;4
