UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
63460F79457F687948F53B88;1;GroupE;GroupE_No;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
63460F79457F687948F53B88;2;GroupE;GroupE_No;0.75;0.1;0.1;0.25;0.1;0.18;0.75;0.197;0.25;1;0.75;1;0.75;0.357;0.2;0.25
63460F79457F687948F53B88;3;GroupE;GroupE_No;0.75;0.685;0.346;0.75;0.787;0.276;0.75;0.109;0.75;0.253;0.75;0.336;0.75;0.514;0.412;0.75
63460F79457F687948F53B88;4;GroupE;GroupE_No;0.75;0.609;0.316;0.75;0.697;0.264;0.75;0.12;0.75;0.354;0.75;0.42;0.75;0.497;0.381;0.75
63460F79457F687948F53B88;5;GroupE;GroupE_No;0.75;0.615;0.289;0.75;0.778;0.239;0.75;0.103;0.75;0.23;0.75;0.375;0.75;0.481;0.341;0.75
63460F79457F687948F53B88;6;GroupE;GroupE_No;0.75;0.67;0.367;0.75;0.701;0.298;0.75;0.126;0.75;0.381;0.75;0.387;0.25;0.527;0.446;0.75
63460F79457F687948F53B88;7;GroupE;GroupE_No;0.75;0.689;0.306;0.75;0.784;0.298;0.75;0.132;0.75;0.271;0.75;0.333;0.75;0.548;0.323;0.75
63460F79457F687948F53B88;8;GroupE;GroupE_No;0.75;0.596;0.352;0.75;0.706;0.232;0.75;0.1;0.75;0.322;0.75;0.423;0.75;0.454;0.472;0.75
63460F79457F687948F53B88;9;GroupE;GroupE_No;0.75;0.575;0.376;0.75;0.65;0.32;0.75;0.1;0.75;0.308;0.75;0.483;0.25;0.47;0.341;0.75
63460F79457F687948F53B88;10;GroupE;GroupE_No;0.75;0.575;0.376;0.75;0.65;0.32;0.75;0.1;0.75;0.308;0.75;0.483;0.25;0.47;0.341;0.75
63460F79457F687948F53B88;1;GroupE;GroupE_No;0.75;0.575;0.376;0.75;0.65;0.32;0.75;0.1;0.75;0.308;0.75;0.483;0.25;0.47;0.341;0.75
63460F79457F687948F53B88;1;GroupE;GroupE_No;0.75;0.575;0.376;0.75;0.65;0.32;0.75;0.1;0.75;0.308;0.75;0.483;0.25;0.47;0.341;0.75
