response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";1;"exploration";09/05/2023 20:52:53;09/05/2023 20:54:22;4;4;4;5;5;5;13;0;-2;-2;-2;6;7;;6;"N/A"
4;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";2;"exploitation";09/05/2023 20:55:26;09/05/2023 20:56:21;4;4;5;5;5;5;10;0;-3;-2;-3;7;6;;6;"N/A"
5;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";3;"exploitation";09/05/2023 20:57:06;09/05/2023 20:58:03;5;4;4;5;4;5;10;-1;-3;-3;-3;7;6;1;6;"N/A"
6;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";4;"exploitation";09/05/2023 20:58:48;09/05/2023 20:59:38;5;4;4;5;4;5;7;-2;-3;-3;-3;7;7;;6;"N/A"
7;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";5;"exploitation";09/05/2023 21:02:48;09/05/2023 21:04:57;5;4;4;5;4;5;10;-1;-3;-3;-1;5;4;;4;"the blue balls aboved the road look annoying. Too much colorred objects to pay attention to. "
8;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";6;"exploitation";09/05/2023 21:06:21;09/05/2023 21:08:23;5;4;4;5;5;5;6;-2;-3;-3;-3;7;6;;6;"The balls are smaller and more transparent. It looks more comfortable. "
9;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";7;"exploitation";09/05/2023 21:09:40;09/05/2023 21:10:31;5;4;4;5;4;5;6;-2;-3;-3;-3;7;7;1;6;"N/A"
10;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";8;"exploitation";09/05/2023 21:11:48;09/05/2023 21:13:10;4;4;4;4;4;4;9;-1;-3;-2;-2;6;6;;5;"I did not see the blue balls that shows my route."
11;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";9;"exploitation";09/05/2023 21:16:22;09/05/2023 21:18:47;3;3;2;3;3;3;15;1;-2;-1;-1;4;3;;3;"It lacks the sensor indicator which makes worry about the next movement of the vehicle. "
12;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";10;"exploitation";09/05/2023 21:21:21;09/05/2023 21:22:18;5;5;5;5;4;5;4;-2;-3;-3;-3;7;6;;6;"N/A"
13;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";11;"exploitation";09/05/2023 21:24:58;09/05/2023 21:26:53;4;4;3;4;3;3;10;0;-2;-3;-3;4;4;1;4;"The sensor indicator was turned off during vehicle stand. It made me lose focus sometime."
14;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";1;"";09/05/2023 21:30:13;09/05/2023 21:32:28;3;2;2;2;3;2;15;1;-2;-1;-2;5;4;;3;"I do not know when the vehicle will turn. There is no turn signals. It is hard to know what the vehicle will do next."
16;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";2;"";09/08/2023 21:23:26;09/08/2023 21:24:47;4;4;3;4;4;4;7;-1;-3;-3;-3;6;6;;5;"It does not have turning indicators that I sometime don't know where to go and look."
