Hypervolume;Run;UserID;GroupID;LongitudinalID
63360.0;0;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;1;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;2;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;3;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;4;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;5;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;6;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;7;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;8;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
63360.0;9;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
78912.0;0;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
83520.0;0;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
83520.0;0;62885DE1CDFE242015CCACEF;GroupB;GroupB_BO
