Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;15.081592082977295;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
2;20.51476287841797;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
3;21.284352779388428;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
4;28.22722887992859;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
5;29.915385723114014;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
6;26.06033492088318;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
7;24.10751962661743;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
8;28.076709270477295;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
9;22.666078805923462;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
10;33.8261194229126;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
1;35.13026261329651;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
1;78.5741662979126;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
1;173.15851998329163;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
1;71.7444806098938;6140D7CDF9BC6016591C2878;GroupA;GroupA_BO
