response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Comprehension_1";"Comprehension_2";"Comprehension_3";"Understanding_1"
2;"5D5F31230FC94A001C632B69";"GroupC";"GroupC_No";0;"";09/05/2023 17:32:01;09/05/2023 17:32:10;2;3;4;1
