response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";0;"";09/03/2023 19:49:30;09/03/2023 19:50:57;"47";1;4;3;"31";1;2;1;2;3;4;5;6;;5;5;5
