Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;6.697733402252197;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
2;22.328907012939453;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
3;15.029000043869019;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
4;31.218109369277954;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
5;14.560024738311768;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
6;15.726205110549927;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
7;16.616007089614868;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
8;17.29526424407959;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
9;22.330792903900146;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
10;15.751267194747925;5E6AF189BDAA1A0B355F63AE;GroupB;GroupB_No
