UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5F8CBC5C355EA745E6CEF2CA;1;GroupB;GroupB_No;0.75;0.75;0.51;0.75;0.71;0.49;0.75;0.2;0.75;0.75;0.75;0.62;0.75;0.75;0.5;0.75
5F8CBC5C355EA745E6CEF2CA;2;GroupB;GroupB_No;0.25;0.397;0.6;0.25;0.1;0.543;0.25;0.2;0.25;0.1;0.75;0.911;0.25;0.124;0.798;0.75
5F8CBC5C355EA745E6CEF2CA;3;GroupB;GroupB_No;0.75;0.798;0.338;0.75;0.779;0.33;0.75;0.115;0.75;0.82;0.75;0.644;0.75;0.817;0.483;0.75
5F8CBC5C355EA745E6CEF2CA;4;GroupB;GroupB_No;0.75;0.751;0.373;0.75;0.698;0.36;0.75;0.125;0.75;0.729;0.75;0.672;0.75;0.731;0.518;0.75
5F8CBC5C355EA745E6CEF2CA;5;GroupB;GroupB_No;0.75;0.798;0.352;0.75;0.731;0.342;0.75;0.122;0.75;0.762;0.75;0.591;0.75;0.765;0.493;0.75
5F8CBC5C355EA745E6CEF2CA;6;GroupB;GroupB_No;0.75;0.75;0.358;0.75;0.748;0.348;0.75;0.118;0.75;0.788;0.75;0.732;0.75;0.786;0.508;0.75
5F8CBC5C355EA745E6CEF2CA;7;GroupB;GroupB_No;0.75;0.775;0.355;0.75;0.739;0.345;0.75;0.12;0.75;0.775;0.75;0.659;0.75;0.775;0.5;0.75
5F8CBC5C355EA745E6CEF2CA;8;GroupB;GroupB_No;0.75;0.775;0.355;0.75;0.739;0.345;0.75;0.12;0.75;0.775;0.75;0.658;0.75;0.775;0.5;0.75
5F8CBC5C355EA745E6CEF2CA;9;GroupB;GroupB_No;0.75;0.775;0.355;0.75;0.739;0.345;0.75;0.12;0.75;0.775;0.75;0.658;0.75;0.775;0.5;0.75
5F8CBC5C355EA745E6CEF2CA;10;GroupB;GroupB_No;0.75;0.775;0.355;0.75;0.739;0.345;0.75;0.12;0.75;0.775;0.75;0.658;0.75;0.775;0.5;0.75
5F8CBC5C355EA745E6CEF2CA;11;GroupB;GroupB_No;0.75;0.775;0.355;0.75;0.739;0.345;0.75;0.12;0.75;0.775;0.75;0.658;0.75;0.775;0.5;0.75
5F8CBC5C355EA745E6CEF2CA;12;GroupB;GroupB_No;0.75;0.775;0.355;0.75;0.739;0.345;0.75;0.12;0.75;0.775;0.75;0.658;0.75;0.775;0.5;0.75
