response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Expectation_1";"ExpectationFeedback_2";"Satisfaction_1";"SatisfactionFeedback_2";"Confidence_1";"Agency_1";"Ownership_1";"Interactivity_1"
15;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";1;"";09/04/2023 00:14:48;09/04/2023 00:16:24;6;"N/A";7;"N/A";5;6;6;"N/A"
