response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"64F1F404809FB79511978EA5";"GroupC";"GroupC_No";0;"";09/03/2023 22:54:51;09/03/2023 22:55:20;"36";2;4;3;"18";5;1;2;3;4;5;6;;3;4;4
