response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5F7D4A2C5DB79D21C7D07240";"GroupC";"GroupC_BO";0;"";09/03/2023 18:45:36;09/03/2023 18:46:37;"29";1;4;3;"13";3;2;2;4;5;6;;4;4;3
