Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;3.5392825603485107;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
2;10.308093547821045;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
3;5.843217372894287;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
4;13.608599185943604;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
5;8.13155221939087;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
6;9.895932674407959;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
7;13.517392635345459;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
8;11.069961071014404;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
9;13.434637308120728;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
10;6.305608749389648;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
1;57.24605345726013;63F77B9CA8439F6E1620C1CD;GroupE;GroupE_BO
