UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
62DC177E02F82AABB20AEBC2;1;GroupE;GroupE_No;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
62DC177E02F82AABB20AEBC2;2;GroupE;GroupE_No;0.25;0.1;0.108;0.25;0.135;0.263;0.75;0.2;0.25;0.923;0.25;0.763;0.25;0.137;0.775;0.25
62DC177E02F82AABB20AEBC2;3;GroupE;GroupE_No;0.75;0.684;0.346;0.75;0.785;0.27;0.75;0.108;0.75;0.261;0.75;0.35;0.75;0.529;0.37;0.75
62DC177E02F82AABB20AEBC2;4;GroupE;GroupE_No;0.75;0.609;0.316;0.75;0.698;0.27;0.75;0.121;0.75;0.348;0.75;0.406;0.75;0.481;0.425;0.75
62DC177E02F82AABB20AEBC2;5;GroupE;GroupE_No;0.75;0.695;0.364;0.75;0.681;0.305;0.75;0.129;0.75;0.3;0.75;0.313;0.75;0.527;0.412;0.75
62DC177E02F82AABB20AEBC2;6;GroupE;GroupE_No;0.75;0.603;0.301;0.75;0.8;0.237;0.75;0.1;0.75;0.306;0.75;0.436;0.25;0.486;0.382;0.75
62DC177E02F82AABB20AEBC2;7;GroupE;GroupE_No;0.75;0.605;0.305;0.75;0.726;0.257;0.75;0.129;0.75;0.166;0.75;0.406;0.25;0.513;0.356;0.75
62DC177E02F82AABB20AEBC2;8;GroupE;GroupE_No;0.75;0.692;0.358;0.75;0.76;0.283;0.75;0.1;0.75;0.444;0.75;0.347;0.75;0.499;0.438;0.75
62DC177E02F82AABB20AEBC2;9;GroupE;GroupE_No;0.75;0.583;0.335;0.75;0.584;0.309;0.75;0.101;0.75;0.1;0.75;0.376;0.75;0.469;0.455;0.75
62DC177E02F82AABB20AEBC2;10;GroupE;GroupE_No;0.75;0.71;0.328;0.75;0.899;0.231;0.75;0.126;0.75;0.498;0.75;0.378;0.25;0.541;0.341;0.75
62DC177E02F82AABB20AEBC2;11;GroupE;GroupE_No;0.75;0.62;0.315;0.25;0.741;0.401;0.75;0.112;0.75;0.383;0.75;0.406;0.75;0.363;0.359;0.75
62DC177E02F82AABB20AEBC2;12;GroupE;GroupE_No;0.75;0.62;0.315;0.25;0.741;0.401;0.75;0.112;0.75;0.383;0.75;0.406;0.75;0.363;0.359;0.75
