UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
611AC17A9D585411A2314882;1;GroupB;GroupB_No;0.75;1;0.49;0.75;0.78;0.35;0.75;0.2;0.75;0.75;0.75;0.51;0.75;1;0.8;0.75
611AC17A9D585411A2314882;2;GroupB;GroupB_No;0.25;0.108;0.4;0.25;0.101;0.532;0.75;0.185;0.75;0.266;0.25;0.513;0.25;0.151;0.501;0.25
611AC17A9D585411A2314882;3;GroupB;GroupB_No;0.75;1;0.339;0.75;0.859;0.253;0.75;0.115;0.75;0.815;0.75;0.568;0.75;1;0.695;0.75
611AC17A9D585411A2314882;4;GroupB;GroupB_No;0.75;1;0.354;0.75;0.75;0.296;0.75;0.125;0.75;0.734;0.75;0.549;0.75;1;0.665;0.75
611AC17A9D585411A2314882;5;GroupB;GroupB_No;0.75;1;0.282;0.75;0.778;0.275;0.75;0.121;0.75;0.796;0.75;0.693;0.75;1;0.684;0.75
611AC17A9D585411A2314882;6;GroupB;GroupB_No;0.75;1;0.41;0.75;0.822;0.277;0.75;0.12;0.75;0.747;0.75;0.426;0.75;1;0.673;0.75
611AC17A9D585411A2314882;7;GroupB;GroupB_No;0.75;1;0.41;0.75;0.822;0.277;0.75;0.12;0.75;0.747;0.75;0.426;0.75;1;0.673;0.75
611AC17A9D585411A2314882;1;GroupB;GroupB_No;0.75;1;0.41;0.75;0.822;0.277;0.75;0.12;0.75;0.747;0.75;0.426;0.75;1;0.673;0.75
611AC17A9D585411A2314882;1;GroupB;GroupB_No;0.75;1;0.41;0.75;0.822;0.277;0.75;0.12;0.75;0.747;0.75;0.426;0.75;1;0.673;0.75
611AC17A9D585411A2314882;1;GroupB;GroupB_No;0.75;1;0.41;0.75;0.822;0.277;0.75;0.12;0.75;0.747;0.75;0.426;0.75;1;0.673;0.75
