Hypervolume;Run;UserID;GroupID;LongitudinalID
17428.125;0;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;1;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;2;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;3;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;4;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;5;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;6;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;7;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;8;5C93325695153900102E948B;GroupE;GroupE_No
17428.125;9;5C93325695153900102E948B;GroupE;GroupE_No
