response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Comprehension_1";"Comprehension_2";"Comprehension_3";"Understanding_1"
2;"5720A9F6FD3A5200113C1891";"GroupF";"GroupF_BO";0;"";09/06/2023 18:17:11;09/06/2023 18:17:46;2;3;4;1
