response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Expectation_1";"ExpectationFeedback_2";"Satisfaction_1";"SatisfactionFeedback_2";"Confidence_1";"Agency_1";"Ownership_1";"Interactivity_1"
15;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";1;"";09/05/2023 21:32:28;09/05/2023 21:36:03;3;"I like the sensor indicators that tells me where and how the vehicle sensor works. Also, the software does not have turn signals. I hardly know when the vehicle will turn.";4;"I would like to have sensor indicators.";5;3;4;"I don't think it follows my thoughts."
17;"5D3522B6EAC3D50017DF02CB";"GroupE";"GroupE_BO";2;"";09/08/2023 21:24:47;09/09/2023 04:07:25;4;"If it can highlight the route what will the vehicle turns into, it would be much better.";4;"I hope to have some information to know where the vehicle will make a turn.";4
