response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5C4AF67CDCCAA800016B3192";"GroupC";"GroupC_BO";1;"exploitation";09/05/2023 18:16:26;09/05/2023 18:17:18;5;5;5;5;5;5;10;1;1;1;0;2;4;;2;"N/A"
4;"5C4AF67CDCCAA800016B3192";"GroupC";"GroupC_BO";1;"";09/05/2023 18:23:06;09/05/2023 18:24:09;5;5;5;5;5;5;10;-1;0;2;0;6;6;;6;"N/A"
6;"5C4AF67CDCCAA800016B3192";"GroupC";"GroupC_BO";2;"";09/06/2023 19:55:02;09/06/2023 19:56:01;5;5;5;5;5;5;6;0;2;2;0;5;6;;6;"N/A"
8;"5C4AF67CDCCAA800016B3192";"GroupC";"GroupC_BO";3;"";09/07/2023 21:34:33;09/07/2023 21:35:11;5;5;5;5;5;5;3;2;2;2;0;6;6;;6;"N/A"
