Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
6143AF8721D1445864C4F6C8;GroupB;9;1071;1020;0.3720363;0.6301624;0.3720363;0.6301624;428.9;0.183069;False;09/03/2023 15:00:51:796;1693771251796;;
6143AF8721D1445864C4F6C8;GroupB;9;1071;1020;0.3720359;0.6301619;0.371654;0.6296752;428.9;0.183458;False;09/03/2023 15:00:51:822;1693771251822;;
6143AF8721D1445864C4F6C8;GroupB;9;1071;1020;0.3720355;0.6301615;0.371654;0.6296757;428.9;0.1834492;False;09/03/2023 15:00:51:847;1693771251847;;
6143AF8721D1445864C4F6C8;GroupB;9;1099;1015;0.3819423;0.6265615;0.4389324;0.5786351;428.9;0.1788116;False;09/03/2023 15:00:51:874;1693771251874;;
6143AF8721D1445864C4F6C8;GroupB;9;1197;971;0.4156879;0.599795;0.5124371;0.4771284;432.3;0.1803742;False;09/03/2023 15:00:51:901;1693771251901;;
6143AF8721D1445864C4F6C8;GroupB;9;1205;968;0.4184128;0.598148;0.4442247;0.56499;435.4;0.1843825;False;09/03/2023 15:00:51:926;1693771251926;;
6143AF8721D1445864C4F6C8;GroupB;9;1264;939;0.4392157;0.5796713;0.5124374;0.4771276;438.2;0.1803774;False;09/03/2023 15:00:51:954;1693771251954;;
6143AF8721D1445864C4F6C8;GroupB;9;1305;917;0.4531781;0.5663397;0.512437;0.4771287;440.7;0.1803727;False;09/03/2023 15:00:51:980;1693771251980;;
6143AF8721D1445864C4F6C8;GroupB;9;1304;917;0.4530037;0.5663379;0.4442295;0.5649822;442.9;0.1843928;False;09/03/2023 15:00:52:3;1693771252003;;
6143AF8721D1445864C4F6C8;GroupB;9;1332;901;0.4626653;0.5564217;0.5124372;0.4771284;445.0;0.1803741;False;09/03/2023 15:00:52:29;1693771252029;;
6143AF8721D1445864C4F6C8;GroupB;9;1331;903;0.4621612;0.5577996;0.4389054;0.5855526;441.8;0.1930723;False;09/03/2023 15:00:52:56;1693771252056;;
6143AF8721D1445864C4F6C8;GroupB;9;1336;903;0.4641514;0.5574985;0.4828368;0.5435483;438.9;0.1873067;False;09/03/2023 15:00:52:86;1693771252086;;
6143AF8721D1445864C4F6C8;GroupB;9;1334;904;0.4634321;0.5585625;0.4389054;0.5855526;436.3;0.1930723;False;09/03/2023 15:00:52:108;1693771252108;;
