Hypervolume;Run;UserID;GroupID;LongitudinalID
0.0;0;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
32.083335876464844;1;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
32.083335876464844;2;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
35.45175552368164;3;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
35.45175552368164;4;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
35.45175552368164;5;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
35.45175552368164;6;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
35.96491241455078;7;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
38.216373443603516;8;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
38.216373443603516;9;64626C991BCB3A8BBD2880D8;GroupE;GroupE_No
