response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"63B6CE96A9E455F575CF0379";"GroupD";"GroupD_No";0;"";09/03/2023 19:43:36;09/03/2023 19:45:44;"25";3;4;3;"5";3;3;2;3;4;6;;4;3;5
