response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";1;"exploration";09/04/2023 00:40:51;09/04/2023 00:41:43;4;4;4;4;5;4;6;-2;-3;-2;-2;5;6;;6;"n/a"
4;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";2;"exploitation";09/04/2023 00:44:11;09/04/2023 00:44:44;4;4;4;4;4;4;7;-2;-3;-2;-3;5;5;;5;"n/a"
5;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";3;"exploitation";09/04/2023 00:46:48;09/04/2023 00:47:29;4;4;4;4;4;4;5;-2;-3;-2;-3;4;6;1;5;"n/a"
6;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";4;"exploitation";09/04/2023 00:49:08;09/04/2023 00:49:50;4;4;4;4;4;4;5;-2;-3;-2;-2;4;6;;5;"n/a"
7;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";5;"exploitation";09/04/2023 00:52:27;09/04/2023 00:54:11;4;4;4;4;4;4;5;-1;-2;-2;-2;4;6;;5;"n/a"
8;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";6;"exploitation";09/04/2023 00:56:30;09/04/2023 00:57:32;2;2;2;2;2;3;6;-2;-2;-2;-2;5;6;;5;"n/a"
9;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";7;"exploitation";09/04/2023 01:02:47;09/04/2023 01:03:30;4;4;4;4;4;4;4;-1;-1;-1;-2;5;6;1;5;"n/a"
10;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";8;"exploitation";09/04/2023 01:05:33;09/04/2023 01:06:04;2;2;2;3;3;3;8;-2;-3;-2;-3;5;5;;5;"n/a"
11;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";9;"exploitation";09/04/2023 01:07:53;09/04/2023 01:08:27;2;2;2;3;2;3;6;-2;-3;-2;-2;5;5;;5;"n/a"
12;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";10;"exploitation";09/04/2023 01:10:16;09/04/2023 01:10:44;4;4;4;4;4;4;4;0;-1;-1;-1;5;5;;5;"n/a"
13;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";11;"exploitation";09/04/2023 01:12:39;09/04/2023 01:13:13;4;4;4;4;4;4;5;0;-1;-1;-1;5;6;1;5;"n/a"
14;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";1;"";09/04/2023 01:16:59;09/04/2023 01:17:36;4;4;3;4;4;3;15;-3;-3;-3;-3;6;6;;6;"n/a"
16;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";2;"";09/05/2023 01:29:07;09/05/2023 01:29:41;3;3;3;3;3;3;13;-1;-1;-2;-2;5;5;;5;"n/a"
17;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";3;"";09/06/2023 02:14:48;09/06/2023 02:15:33;2;2;2;2;2;2;15;-2;-3;-2;-3;4;4;;4;"n/a"

