response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"62DC177E02F82AABB20AEBC2";"GroupE";"GroupE_No";0;"";09/05/2023 00:52:26;09/05/2023 00:54:44;"63";1;4;4;"46";3;2;2;6;;2;2;2
