UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5EF78F819D93424AF2AF742B;1;GroupF;GroupF_No;0.75;0.75;0.5;0.75;0.7;0.41;0.75;0.18;0.75;0.86;0.75;0.88;0.75;0.8;0.69;0.75
5EF78F819D93424AF2AF742B;2;GroupF;GroupF_No;0.75;0.75;0.5;0.75;0.7;0.41;0.75;0.18;0.75;0.86;0.75;0.88;0.75;0.8;0.69;0.75
