response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";1;"exploration";09/05/2023 22:02:40;09/05/2023 22:04:32;4;4;4;5;5;5;8;2;2;2;2;7;7;;7;"n/a"
4;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";2;"exploration";09/05/2023 22:05:14;09/05/2023 22:06:17;5;5;5;5;5;5;5;3;3;3;3;7;7;;7;"N/A"
5;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";3;"exploration";09/05/2023 22:06:56;09/05/2023 22:08:02;5;5;5;5;5;5;5;3;3;3;3;7;7;1;7;"N/A"
6;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";4;"exploration";09/05/2023 22:08:41;09/05/2023 22:09:36;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
7;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";5;"exploration";09/05/2023 22:10:15;09/05/2023 22:10:56;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
8;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";6;"exploitation";09/05/2023 22:11:51;09/05/2023 22:12:32;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
9;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";7;"exploitation";09/05/2023 22:13:33;09/05/2023 22:14:22;5;5;5;5;5;5;4;3;3;3;3;7;7;1;7;"N/A"
10;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";8;"exploitation";09/05/2023 22:15:23;09/05/2023 22:16:56;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"NONE OF THE PEOPLE HAD THE SIGNS ABOVE THEIR HEADS. I LIKED IT BETTER WHEN THEN HAD SIGNS ABOVE THEIR HEADS."
11;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";9;"exploitation";09/05/2023 22:18:04;09/05/2023 22:18:49;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
12;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";10;"exploitation";09/05/2023 22:19:57;09/05/2023 22:20:39;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
13;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";11;"exploitation";09/05/2023 22:21:53;09/05/2023 22:22:34;5;5;5;5;5;5;4;3;3;3;3;7;7;1;7;"N/A"
14;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";12;"exploitation";09/05/2023 22:23:42;09/05/2023 22:24:20;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
15;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";13;"exploitation";09/05/2023 22:25:28;09/05/2023 22:26:34;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"I DID NOT LIKE THE PEOPLE WITHOUT SIGNS ABOVE THEIR HEAD"
16;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";14;"exploitation";09/05/2023 22:27:36;09/05/2023 22:28:13;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
17;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";15;"exploitation";09/05/2023 22:29:27;09/05/2023 22:30:05;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;"N/A"
18;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";1;"";09/05/2023 22:34:16;09/05/2023 22:35:19;4;5;4;3;4;3;4;1;1;1;2;7;7;1;7;"N/A"
20;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";2;"";09/07/2023 00:36:00;09/07/2023 00:38:00;4;4;3;4;3;4;5;2;2;2;2;7;7;;7;"It looked like there was no actual stop at the stop sign. It slowed down and then turned right without really stopping."
22;"6140D7CDF9BC6016591C2878";"GroupA";"GroupA_BO";3;"";09/08/2023 01:57:09;09/08/2023 01:58:13;5;5;4;5;5;5;4;3;3;3;3;7;7;;7;"The car did not stop at the stop sign it just rolled on through."
