response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"64060F1213C5C70C63C18B96";"GroupD";"GroupD_No";0;"";09/05/2023 19:08:08;09/05/2023 19:08:43;"48";1;4;3;"32";1;4;3;4;5;6;;5;5;5
