response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5C4AF67CDCCAA800016B3192";"GroupC";"GroupC_BO";0;"";09/05/2023 18:10:32;09/05/2023 18:12:45;"41";2;4;3;"25";1;2;3;4;5;;3;4;3
