Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;10.699999332427979;5809006B2A296E0001005451;GroupB;GroupB_No
2;26.34599995613098;5809006B2A296E0001005451;GroupB;GroupB_No
3;29.55465269088745;5809006B2A296E0001005451;GroupB;GroupB_No
4;20.563997507095337;5809006B2A296E0001005451;GroupB;GroupB_No
5;9.20300030708313;5809006B2A296E0001005451;GroupB;GroupB_No
6;13.037171602249146;5809006B2A296E0001005451;GroupB;GroupB_No
7;12.212034463882446;5809006B2A296E0001005451;GroupB;GroupB_No
8;12.526584148406982;5809006B2A296E0001005451;GroupB;GroupB_No
9;11.953038215637207;5809006B2A296E0001005451;GroupB;GroupB_No
10;13.803353309631348;5809006B2A296E0001005451;GroupB;GroupB_No
