UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5D3522B6EAC3D50017DF02CB;1;GroupE;GroupE_BO;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
5D3522B6EAC3D50017DF02CB;2;GroupE;GroupE_BO;0.25;0.1;0.107;0.25;0.132;0.263;0.75;0.2;0.25;0.925;0.25;0.764;0.25;0.136;0.777;0.25
5D3522B6EAC3D50017DF02CB;3;GroupE;GroupE_BO;0.75;0.759;0.381;0.75;0.819;0.277;0.75;0.104;0.75;0.157;0.75;0.279;0.75;0.571;0.306;0.75
5D3522B6EAC3D50017DF02CB;4;GroupE;GroupE_BO;0.75;0.557;0.287;0.75;0.673;0.262;0.75;0.123;0.75;0.405;0.75;0.461;0.25;0.444;0.463;0.75
5D3522B6EAC3D50017DF02CB;5;GroupE;GroupE_BO;0.75;0.631;0.347;0.75;0.803;0.34;0.75;0.112;0.75;0.381;0.75;0.365;0.75;0.594;0.438;0.75
5D3522B6EAC3D50017DF02CB;6;GroupE;GroupE_BO;0.75;0.671;0.338;0.25;0.744;0.222;0.75;0.113;0.75;0.272;0.75;0.36;0.75;0.495;0.376;0.75
5D3522B6EAC3D50017DF02CB;7;GroupE;GroupE_BO;0.75;0.657;0.332;0.75;0.739;0.151;0.75;0.114;0.75;0.287;0.75;0.372;0.75;0.498;0.387;0.75
5D3522B6EAC3D50017DF02CB;8;GroupE;GroupE_BO;0.75;0.666;0.332;0.75;0.728;0.287;0.75;0.114;0.75;0.268;0.75;0.368;0.25;0.423;0.376;0.75
5D3522B6EAC3D50017DF02CB;9;GroupE;GroupE_BO;0.75;0.656;0.338;0.25;0.76;0.286;0.75;0.113;0.75;0.298;0.75;0.366;0.75;0.534;0.393;0.75
5D3522B6EAC3D50017DF02CB;10;GroupE;GroupE_BO;0.75;0.644;0.328;0.75;0.737;0.291;0.75;0.115;0.75;0.299;0.75;0.382;0.75;0.516;0.396;0.75
5D3522B6EAC3D50017DF02CB;11;GroupE;GroupE_BO;0.75;0.646;0.337;0.75;0.762;0.288;0.75;0.114;0.75;0.32;0.75;0.371;0.75;0.517;0.406;0.75
5D3522B6EAC3D50017DF02CB;13;GroupE;GroupE_BO;0.75;0.612;0.311;0.25;0.827;0.392;0.75;0.113;0.75;0.43;0.75;0.409;0.75;0.676;0.453;0.75
5D3522B6EAC3D50017DF02CB;2;GroupE;GroupE_BO;0.75;0.59;0.309;0.25;0.833;0.389;0.75;0.114;0.75;0.423;0.75;0.404;0.75;0.706;0.447;0.75
