response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"TextInput_1"
2;"5A95A63E4EECCA0001DD4CFA";"GroupD";"GroupD_No";0;"edit";09/05/2023 17:58:01;09/05/2023 17:58:36;5;5;5;5;5;5;1;3;3;3;3;"n/a"
3;"5A95A63E4EECCA0001DD4CFA";"GroupD";"GroupD_No";1;"";09/05/2023 18:01:33;09/05/2023 18:02:20;5;5;5;5;5;5;2;3;3;3;3;"n/a"
4;"5A95A63E4EECCA0001DD4CFA";"GroupD";"GroupD_No";2;"";09/06/2023 19:08:46;09/06/2023 19:09:15;5;5;5;5;5;5;1;3;3;3;3;"n/a"
