UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5E6387B1B7D70B10675E3A26;1;GroupA;GroupA_BO;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
5E6387B1B7D70B10675E3A26;2;GroupA;GroupA_BO;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
5E6387B1B7D70B10675E3A26;3;GroupA;GroupA_BO;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
5E6387B1B7D70B10675E3A26;4;GroupA;GroupA_BO;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
5E6387B1B7D70B10675E3A26;5;GroupA;GroupA_BO;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
5E6387B1B7D70B10675E3A26;6;GroupA;GroupA_BO;0.75;0.381;0.526;0.75;0.363;0.234;0.75;0.17;0.75;0.571;0.25;0.603;0.25;0.794;0.618;0.75
5E6387B1B7D70B10675E3A26;7;GroupA;GroupA_BO;0.75;0.472;0.495;0.75;0.346;0.226;0.75;0.188;0.75;0.656;0.75;0.683;0.25;0.733;0.535;0.75
5E6387B1B7D70B10675E3A26;8;GroupA;GroupA_BO;0.75;0.438;0.527;0.75;0.441;0.13;0.75;0.185;0.75;0.701;0.25;0.606;0.25;0.813;0.624;0.75
5E6387B1B7D70B10675E3A26;9;GroupA;GroupA_BO;0.75;0.41;0.532;0.75;0.4;0.263;0.75;0.2;0.75;0.644;0.25;0.575;0.25;0.818;0.636;0.75
5E6387B1B7D70B10675E3A26;10;GroupA;GroupA_BO;0.75;0.41;0.514;0.75;0.339;0.148;0.75;0.198;0.75;0.535;0.25;0.682;0.25;0.775;0.62;0.75
5E6387B1B7D70B10675E3A26;11;GroupA;GroupA_BO;0.75;0.427;0.518;0.75;0.339;0.172;0.75;0.184;0.75;0.729;0.25;0.637;0.25;0.787;0.596;0.75
5E6387B1B7D70B10675E3A26;12;GroupA;GroupA_BO;0.75;0.421;0.522;0.75;0.35;0.194;0.75;0.185;0.75;0.66;0.25;0.771;0.25;0.801;0.667;0.75
5E6387B1B7D70B10675E3A26;13;GroupA;GroupA_BO;0.75;0.431;0.51;0.75;0.368;0.185;0.75;0.193;0.75;0.585;0.25;0.615;0.25;0.758;0.53;0.75
5E6387B1B7D70B10675E3A26;14;GroupA;GroupA_BO;0.75;0.494;0.473;0.75;0.317;0.183;0.75;0.192;0.75;0.612;0.25;0.625;0.25;0.75;0.595;0.75
5E6387B1B7D70B10675E3A26;15;GroupA;GroupA_BO;0.75;0.387;0.526;0.75;0.309;0.188;0.25;0.191;0.75;0.613;0.75;0.632;0.25;0.711;0.6;0.75
5E6387B1B7D70B10675E3A26;17;GroupA;GroupA_BO;0.25;0.663;0.308;0.75;0.371;0.235;0.25;0.12;0.25;0.77;0.75;0.909;0.25;0.581;0.422;0.75
5E6387B1B7D70B10675E3A26;2;GroupA;GroupA_BO;0.25;0.677;0.299;0.75;0.356;0.236;0.25;0.12;0.25;0.776;0.75;0.914;0.25;0.422;0.346;0.75
5E6387B1B7D70B10675E3A26;2;GroupA;GroupA_BO;0.25;0.692;0.296;0.75;0.33;0.256;0.25;0.122;0.25;0.782;0.75;0.905;0.25;0.562;0.303;0.75
