Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
615DDAB1E4F013092538B6C5;GroupD;1;2661;1173;0.6930725;0.5433177;0.6930725;0.5433177;578.8;0.2081175;False;09/03/2023 19:37:32:414;1693791452414;;
615DDAB1E4F013092538B6C5;GroupD;1;2409;1197;0.6275144;0.5543438;0.5265524;0.619915;582.2;0.1942884;False;09/03/2023 19:37:32:444;1693791452444;;
615DDAB1E4F013092538B6C5;GroupD;1;2372;1201;0.6179165;0.5563037;0.5870488;0.5857416;587.0;0.1882977;False;09/03/2023 19:37:32:475;1693791452475;;
615DDAB1E4F013092538B6C5;GroupD;1;2566;1201;0.6683328;0.5562156;0.7800118;0.5514475;592.2;0.1970453;False;09/03/2023 19:37:32:503;1693791452503;;
615DDAB1E4F013092538B6C5;GroupD;1;2838;1173;0.7392867;0.5432798;0.8014934;0.4995774;599.1;0.1974441;False;09/03/2023 19:37:32:594;1693791452594;;
615DDAB1E4F013092538B6C5;GroupD;1;2862;1176;0.7453573;0.544499;0.7767855;0.5666102;602.2;0.2072136;False;09/03/2023 19:37:32:620;1693791452620;;
615DDAB1E4F013092538B6C5;GroupD;1;2903;1174;0.75617;0.5436388;0.8014503;0.5207914;605.1;0.2115435;False;09/03/2023 19:37:32:644;1693791452644;;
615DDAB1E4F013092538B6C5;GroupD;1;2924;1173;0.7615586;0.543202;0.7908652;0.5257957;610.4;0.2064063;False;09/03/2023 19:37:32:671;1693791452671;;
615DDAB1E4F013092538B6C5;GroupD;1;2924;1176;0.761494;0.5444874;0.7436129;0.5682784;611.0;0.2005225;False;09/03/2023 19:37:32:694;1693791452694;;
615DDAB1E4F013092538B6C5;GroupD;1;2921;1175;0.7608402;0.5443459;0.7371115;0.5341939;610.5;0.2160838;False;09/03/2023 19:37:32:723;1693791452723;;
615DDAB1E4F013092538B6C5;GroupD;1;2874;1183;0.748464;0.5479611;0.6851006;0.5879092;615.3;0.2011184;False;09/03/2023 19:37:32:748;1693791452748;;
615DDAB1E4F013092538B6C5;GroupD;1;2867;1185;0.7466462;0.5488002;0.7154168;0.5702994;619.6;0.200653;False;09/03/2023 19:37:32:770;1693791452770;;
615DDAB1E4F013092538B6C5;GroupD;1;2796;1202;0.7282397;0.5568166;0.657399;0.6175771;622.3;0.2135463;False;09/03/2023 19:37:32:796;1693791452796;;
615DDAB1E4F013092538B6C5;GroupD;1;2772;1213;0.7219742;0.5616458;0.6749728;0.615534;624.7;0.213624;False;09/03/2023 19:37:32:818;1693791452818;;
615DDAB1E4F013092538B6C5;GroupD;1;2718;1230;0.7080094;0.5696647;0.6461174;0.634469;624.8;0.2140648;False;09/03/2023 19:37:32:842;1693791452842;;
615DDAB1E4F013092538B6C5;GroupD;1;2659;1282;0.6926963;0.5938048;0.6603336;0.6502863;628.1;0.2072311;False;09/03/2023 19:37:32:955;1693791452955;;
615DDAB1E4F013092538B6C5;GroupD;1;2650;1290;0.6902959;0.5975838;0.6601586;0.6503582;631.2;0.2069945;False;09/03/2023 19:37:32:976;1693791452976;;
615DDAB1E4F013092538B6C5;GroupD;1;2651;1297;0.6904863;0.600523;0.695644;0.6462077;634.7;0.2127933;False;09/03/2023 19:37:33:2;1693791453002;;
615DDAB1E4F013092538B6C5;GroupD;1;2710;1281;0.7057363;0.5934665;0.7636216;0.543014;638.6;0.1990615;False;09/03/2023 19:37:33:28;1693791453028;;
615DDAB1E4F013092538B6C5;GroupD;1;2690;1293;0.7007576;0.5987256;0.6602005;0.65532;643.5;0.1901205;False;09/03/2023 19:37:33:54;1693791453054;;
615DDAB1E4F013092538B6C5;GroupD;1;2675;1302;0.6968132;0.6029932;0.6602011;0.6553198;648.0;0.1901206;False;09/03/2023 19:37:33:80;1693791453080;;
615DDAB1E4F013092538B6C5;GroupD;1;2765;1300;0.7203088;0.6020733;0.7885818;0.5869796;649.2;0.2050923;False;09/03/2023 19:37:33:106;1693791453106;;
615DDAB1E4F013092538B6C5;GroupD;1;2769;1298;0.721243;0.6013271;0.7306284;0.5871242;649.7;0.1793266;False;09/03/2023 19:37:33:132;1693791453132;;
615DDAB1E4F013092538B6C5;GroupD;1;2787;1296;0.7257853;0.6001762;0.7537958;0.5801778;649.9;0.1965888;False;09/03/2023 19:37:33:158;1693791453158;;
615DDAB1E4F013092538B6C5;GroupD;1;2793;1295;0.7273532;0.5995668;0.7442557;0.5833549;650.0;0.1974329;False;09/03/2023 19:37:33:180;1693791453180;;
615DDAB1E4F013092538B6C5;GroupD;1;1418;1619;0.3693659;0.7498819;0.3271687;0.8092793;654.9;0.1652828;False;09/03/2023 19:37:34:655;1693791454655;EyeTrackingList hit: (Car/Box_Collider) | Box_Collider343 hit: (Car/Box_Collider) | Box_Collider362 hit: (Car/Box_Collider) | Box_Collider378 hit: (Car/Box_Collider) | Box_Collider384 hit: (Car/Box_Collider) | Box_Collider393 hit: (Car/Box_Collider) | Box Collider395 hit: (Car/Box_Collider) | Box_Collider436 hit: (Car/Box_Collider) | Box_Collider485 hit: (Car/Box_Collider) | Box_Collider507 hit: (Car/Box_Collider) | Box_Collider539 hit: (Car/Box_Collider) | Box_Collider545 hit: (Car/Box_Collider) | Box_Collider560 hit: (Car/Box_Collider) | Box_Collider577 hit: (Car/Box_Collider) | Box_Collider583 hit: (Car/Box_Collider) | Box_Collider598 hit: (Car/Box_Collider) | Box_Collider620 hit: (Car/Box_Collider) | Box_Collider653 hit: (Car/Box_Collider) | Box_Collider657 hit: (Car/Box_Collider) | Box_Collider664 hit: (Car/Box_Collider) | Box_Collider683 hit: (Car/Box_Collider) | Box_Collider700 hit: (Car/Box_Collider) | Box_Collider714 hit: (Car/Box_Collider) | Box_Collider715 hit: (Car/Box_Collider) | Box_Collider717 hit: (Car/Box_Collider) | Box_Collider722 hit: (Car/Box_Collider) | Box_Collider726 hit: (Car/Box_Collider) | Box_Collider728 hit: (Car/Box_Collider) | Box Collider732 hit: (Car/Box_Collider) | Box_Collider734 hit: (Car/Box_Collider) | Box_Collider735 hit: (Car/Box_Collider) | Box_Collider736 hit: (Car/Box_Collider) | Box_Collider737 hit: (Car/Box_Collider) | Box_Collider738 hit: (Car/Box_Collider) | Box_Collider744 hit: (Car/Box_Collider) | Box_Collider751 hit: (Car/Box_Collider) | Box_Collider752 hit: (Car/Box_Collider) | Box_Collider756 hit: (Car/Box_Collider) | Box Collider757 hit: (Car/Box_Collider) | Box_Collider760 hit: (Car/Box_Collider) | Box_Collider761 hit: (Car/Box_Collider) | Box_Collider765 hit: (Car/Box_Collider) | Box_Collider768 hit: (Car/Box_Collider) | Box_Collider771 hit: (Car/Box_Collider) | Box_Collider775 hit: (Car/Box_Collider);
