Hypervolume;Run;UserID;GroupID;LongitudinalID
18432.0;0;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;1;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;2;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;3;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;4;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;5;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;6;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;7;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;8;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
18432.0;9;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
36864.0;0;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
36864.0;0;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
36864.0;0;62A885D5B6AF18B3D4579E1B;GroupE;GroupE_BO
