UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5FA4C21A04BC5912180291BC;1;GroupB;GroupB_No;0.75;0.86;0.52;0.75;0.95;0.57;0.75;0.19;0.75;0.86;0.75;0.76;0.75;0.8;0.69;0.75
5FA4C21A04BC5912180291BC;2;GroupB;GroupB_No;0.25;0.148;0.58;0.25;0.156;0.159;0.25;0.13;0.25;0.716;0.25;0.116;0.75;0.761;0.312;0.25
5FA4C21A04BC5912180291BC;3;GroupB;GroupB_No;0.75;0.934;0.338;0.75;0.989;0.401;0.75;0.117;0.75;0.889;0.75;0.843;0.75;0.834;0.646;0.75
5FA4C21A04BC5912180291BC;4;GroupB;GroupB_No;0.75;0.816;0.382;0.75;0.921;0.369;0.75;0.121;0.75;0.853;0.75;0.726;0.75;0.807;0.583;0.75
5FA4C21A04BC5912180291BC;5;GroupB;GroupB_No;0.75;0.885;0.355;0.75;0.96;0.386;0.75;0.118;0.75;0.866;0.75;0.794;0.75;0.818;0.621;0.75
5FA4C21A04BC5912180291BC;6;GroupB;GroupB_No;0.75;0.866;0.363;0.75;0.952;0.385;0.75;0.12;0.75;0.877;0.75;0.777;0.75;0.823;0.609;0.75
5FA4C21A04BC5912180291BC;7;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.956;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.615;0.75
5FA4C21A04BC5912180291BC;8;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;9;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;10;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;11;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;12;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;1;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;1;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
5FA4C21A04BC5912180291BC;1;GroupB;GroupB_No;0.75;0.875;0.36;0.75;0.955;0.385;0.75;0.119;0.75;0.871;0.75;0.785;0.75;0.82;0.614;0.75
