response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"63D07155A81BAF5108925992";"GroupA";"GroupA_No";0;"";09/04/2023 19:24:50;09/04/2023 19:25:18;"35";2;4;3;"18";1;5;3;4;5;6;;5;5;3
