response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";1;"exploration";09/03/2023 23:35:15;09/03/2023 23:37:52;3;2;3;3;4;2;10;-1;0;-1;0;5;4;;4;"N/A"
4;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";2;"exploitation";09/03/2023 23:39:14;09/03/2023 23:41:00;2;2;3;2;3;4;11;-2;-1;-3;-1;5;4;;4;"N/A"
5;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";3;"exploitation";09/03/2023 23:42:09;09/03/2023 23:45:46;4;4;3;4;4;3;8;1;1;2;0;5;6;1;6;"N/A"
6;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";4;"exploitation";09/03/2023 23:46:42;09/03/2023 23:47:19;2;2;3;2;3;4;12;-2;-1;-1;0;4;4;;3;"N/A"
7;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";5;"exploitation";09/03/2023 23:48:23;09/03/2023 23:50:33;4;4;4;4;4;4;7;1;0;1;1;4;5;;4;"N/A"
8;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";6;"exploitation";09/03/2023 23:52:20;09/03/2023 23:54:56;3;3;4;4;4;3;8;-1;-2;-1;1;5;5;;6;"N/A"
9;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";7;"exploitation";09/03/2023 23:57:32;09/03/2023 23:58:11;2;2;2;2;3;4;11;-1;-2;-1;-1;4;4;1;3;"N/A"
10;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";8;"exploitation";09/04/2023 00:00:18;09/04/2023 00:00:55;4;3;4;4;4;4;7;1;2;1;1;5;6;;5;"N/A"
11;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";9;"exploitation";09/04/2023 00:02:43;09/04/2023 00:03:31;3;3;2;2;3;3;12;0;0;-1;0;4;4;;5;"N/A"
12;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";10;"exploitation";09/04/2023 00:05:08;09/04/2023 00:05:49;4;4;4;4;4;4;7;1;2;1;2;6;4;;5;"N/A"
13;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";11;"exploitation";09/04/2023 00:07:53;09/04/2023 00:08:39;2;2;2;1;2;1;13;-2;-2;-2;-1;5;4;1;4;"N/A"
14;"5E03F8517F08EDECE67A3137";"GroupB";"GroupB_BO";1;"";09/04/2023 00:14:16;09/04/2023 00:14:48;4;4;5;4;4;4;13;3;2;1;2;6;7;;6;"N/A"
