response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"0F";"GroupE";"GroupE_No";0;"";09/05/2023 19:40:23;09/05/2023 19:42:39;"41";2;4;5;"2 years";6;1;2;6;;5;4;5
