Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;5.5734734535217285;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
2;5.988685369491577;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
3;5.755425214767456;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
4;5.785554885864258;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
5;4.893251419067383;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
6;6.799593448638916;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
7;5.081967353820801;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
8;6.118141174316406;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
9;7.140190839767456;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
10;8.60627031326294;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
1;134.6500859260559;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
1;452.32930183410645;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
1;939.3661234378815;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
1;946.2532241344452;6123FC5FE45F1905D9E7FE29;GroupA;GroupA_BO
